model,seed,target,validity,uniqueness,internal_diversity,scaffold_diversity,mean_qed,mean_sa,fragment_incorporation,fraction_medchem_pass,fraction_pains_free,fraction_bms_free,fraction_lipinski,novelty,nonidenticality,effective_novelty,snn,effective_hit_rate,effective_medchem_pass,mean_qed_novel,mean_sa_novel,avg_top_1,avg_top_10,avg_top_100,avg_top_1_norm,avg_top_10_norm,avg_top_100_norm,auc_top_10,valid_pose_rate,oracle_efficiency_80,oracle_efficiency_100,avg_top_1_filtered,avg_top_10_filtered,avg_top_100_filtered,auc_top_10_filtered,n_molecules_total,n_molecules_attempted,total_gen_time,avg_gen_time_per_mol,total_eval_time,avg_eval_time_per_mol,total_time,avg_time_per_mol
A2C,run_20260429_210431_r02,ITK,0.9295634920634921,1.0,0.8195798087471328,0.9220917822838848,0.6360260589448781,2.87361749772267,0.8345784418356457,0.9718670076726342,0.9871931696905016,0.9818569903948773,0.9295624332977588,1.0,0.0,0.0,0.23869959005572716,0.7757936507936508,0.9718670076726342,0.6360260589448781,2.87361749772267,1.0,1.0,0.8649669966996698,1.1138613861386137,1.2854785478547859,0.9380775577557755,0.9374592369951281,1.0,89.0,218.0,1.0,1.0,0.8649669966996698,0.9374592369951281,1008,752,85.25,0.0846,1055.57,1.4037,1140.82,1.4883
A2C,run_20260429_210431_r03,CHK1,0.22731804586241275,0.8026315789473685,0.7214461236197105,0.5519125683060109,0.5336891989796316,2.6414072839895595,1.0,0.9617486338797814,0.9836065573770492,0.9781420765027322,0.9672131147540983,0.994535519125683,0.0,0.0,0.333146402476771,0.1814556331006979,0.9615384615384616,0.5333822771467095,2.644478923590128,1.0,0.7416822429906542,0.4657757009345793,1.1757009345794396,0.7592523364485982,0.46753271028037374,0.6594554653795623,1.0,95.0,1003.0,1.0,0.7416822429906542,0.4657757009345793,0.6623161919078843,1003,221,150.45,0.15,420.94,1.9047,571.4,2.0547
A2C,run_20260429_210431_r04,PptT,0.02044790652385589,0.9523809523809523,0.6277150845776821,0.65,0.46146510707349,2.982473144731883,1.0,0.75,1.0,0.9,0.75,0.25,0.0,0.0,0.8328913516082128,0.004868549172346641,0.6,0.6153258305838334,2.6444311218705487,0.766359343377558,0.46154711041151353,0.3169130874747021,0.766359343377558,0.46154711041151353,0.28492523049246693,0.45789581739560825,1.0,13.0,1027.0,0.766359343377558,0.46154711041151353,0.3169130874747021,0.4592937461988707,1027,16,0.0,0.0,79.46,4.9663,79.46,4.9663
A2C,run_20260429_210431_r05,ITK,0.8968253968253969,0.9988938053097345,0.8176740990894018,0.9280177187153932,0.6131132023726484,2.8518743140915386,0.8095238095238095,0.960328317373461,0.9889258028792912,0.973421926910299,0.920265780730897,1.0,0.0,0.0,0.2419881541675574,0.7251984126984127,0.960328317373461,0.6131132023726484,2.8518743140915386,1.0,1.0,0.9924174917491748,1.0437293729372936,1.276815181518152,1.2084570957095706,0.9395013347175137,1.0,90.0,155.0,1.0,1.0,0.9924174917491748,0.9395054273886857,1008,696,87.47,0.0868,1155.56,1.6603,1243.03,1.7471
A2C,run_20260429_210431_r03,PEPCK,0.946,0.5613107822410148,0.4564667624112019,0.24670433145009416,0.3681943048276894,2.7749704320061537,1.0,0.9322033898305084,1.0,0.9811676082862524,0.4990583804143126,0.9962335216572504,0.0,0.0,0.6436305373005407,0.529,0.9319470699432892,0.3679488618281595,2.776136981971415,1.0,1.0,0.9998498023715413,1.1375494071146248,1.1944664031620555,1.1484584980237154,0.9848511004454483,1.0,21.0,71.0,1.0,1.0,0.9998498023715413,0.986927113369722,1000,909,131.53,0.1315,2344.72,2.5794,2476.25,2.711
A2C,run_20260429_210431_r04,PEPCK,0.9431704885343968,0.63107822410148,0.4673434089245987,0.21440536013400335,0.37110880211074926,2.794097000831615,1.0,0.9530988274706867,1.0,0.9865996649916248,0.5041876046901173,0.998324958123953,0.0,0.0,0.6249381812591366,0.5942173479561316,0.9530201342281879,0.37103008828185086,2.7946526918885737,1.0,1.0,1.0,1.01501976284585,1.0869565217391304,1.1423715415019762,0.9750776155128316,1.0,39.0,150.0,1.0,1.0,1.0,0.977239366660668,1003,915,129.34,0.129,2369.92,2.5901,2499.26,2.719
A2C,run_20260429_210431_r02,VEGFR2,0.001990049751243781,1.0,0.7228915662650602,1.0,0.6305934927873238,3.467263970116857,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.2001763668430335,0.001990049751243781,0.5,0.6305934927873238,3.467263970116857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1005.0,0.0,0.0,0.0,0.0,1005,1,71.02,0.0707,5.87,5.8697,76.89,5.9404
A2C,run_20260429_210431_r04,CHK1,0.15590863952333664,0.7643312101910829,0.7182967164102987,0.65,0.5201702416917409,2.676520523066528,1.0,0.95,0.9833333333333333,0.975,0.975,1.0,0.0,0.0,0.3286113474365661,0.11916583912611718,0.95,0.5201702416917409,2.676520523066528,1.0,0.8472897196261682,0.40562616822429937,1.0205607476635516,0.8493457943925234,0.40583177570093487,0.7781042051434354,1.0,96.0,1007.0,1.0,0.8472897196261682,0.40562616822429937,0.7852014897350353,1007,151,149.6,0.1486,358.12,2.3717,507.72,2.5202
A2C,run_20260429_210431_r01,PEPCK,0.9601990049751243,0.5937823834196891,0.4527612810972047,0.26527050610820246,0.3678620297247355,2.8020497167393197,1.0,0.9476439790575916,0.9982547993019197,0.9808027923211169,0.49912739965095987,0.9965095986038395,0.0,0.0,0.6399696614829364,0.5681592039800994,0.9474605954465849,0.3676334764901343,2.8032253095608426,1.0,1.0,1.0,1.173122529644269,1.1944664031620555,1.165415019762846,0.977809418307796,1.0,34.0,142.0,1.0,1.0,1.0,0.9798334817536635,1005,930,131.89,0.1312,2378.52,2.5575,2510.41,2.6888
A2C,run_20260429_210431_r01,VEGFR2,0.001984126984126984,1.0,0.7358490566037736,1.0,0.43986373467869044,3.11270566761359,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.21682618456812003,0.001984126984126984,1.0,0.43986373467869044,3.11270566761359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1008.0,0.0,0.0,0.0,0.0,1008,2,71.59,0.071,12.65,6.3235,84.24,6.3945
A2C,run_20260429_210431_r05,PEPCK,0.9512437810945273,0.6422594142259415,0.4699732651301065,0.23778501628664495,0.36722603262022613,2.7919205222542787,1.0,0.9625407166123778,1.0,0.988599348534202,0.4723127035830619,0.996742671009772,0.0,0.0,0.6231849535828402,0.608955223880597,0.9624183006535948,0.3670107125366211,2.7929842560976113,1.0,1.0,1.0,1.1177865612648221,1.141501976284585,1.152806324110672,0.9812731733140558,1.0,28.0,91.0,1.0,1.0,1.0,0.9830231769816455,1005,928,132.33,0.1317,2554.02,2.7522,2686.35,2.8838
A2C,run_20260429_210431_r01,DPP4,0.6418650793650794,0.9984544049459042,0.7493655835043945,0.7445820433436533,0.6704635106876196,3.505864750742127,0.6780185758513931,0.9703196347031964,1.0,0.9489164086687306,0.8823529411764706,1.0,0.00927357032457496,0.005952380952380952,0.3105842667450292,0.43452380952380953,0.9703196347031964,0.6704635106876196,3.505864750742127,1.0,1.0,0.7352623211446745,1.2329093799682036,1.203497615262321,0.7664149443561211,0.8619247924394982,1.0,269.0,826.0,1.0,1.0,0.7352623211446745,0.8619436159724149,1008,426,129.18,0.1282,607.37,1.4258,736.56,1.5539
A2C,run_20260429_210431_r04,TTK,0.6279761904761905,0.995260663507109,0.7282812547435507,0.7031746031746032,0.6144060675070364,2.818118268401481,1.0,0.9253968253968254,0.9904761904761905,0.9396825396825397,0.8952380952380953,1.0,0.0,0.0,0.2952319321129346,0.625,0.9253968253968254,0.6144060675070364,2.818118268401481,0.9634888438133874,0.7839756592292088,0.4880831643002028,0.9634888438133874,0.7839756592292088,0.4880831643002028,0.6759838633729354,1.0,171.0,1008.0,0.9634888438133874,0.7839756592292088,0.4880831643002028,0.6769886943842031,1008,581,119.05,0.1181,1145.39,1.9714,1264.45,2.0895
A2C,run_20260429_210431_r02,TTK,0.6954365079365079,0.9843081312410842,0.7152418155339775,0.6681159420289855,0.661302842784488,2.715573783542946,1.0,0.9623188405797102,1.0,0.9623188405797102,0.9550724637681159,1.0,0.0,0.0,0.2980956979457548,0.6845238095238095,0.9623188405797102,0.661302842784488,2.715573783542946,1.0,0.8289553752535497,0.4825405679513189,1.0370182555780936,0.8326572008113591,0.48291075050709975,0.712494340408577,1.0,175.0,1008.0,1.0,0.8289553752535497,0.4825405679513189,0.7129201942191307,1008,669,116.42,0.1155,1008.07,1.5068,1124.5,1.6223
A2C,run_20260429_210431_r03,PptT,0.21709233791748528,0.8280542986425339,0.5565071124749201,0.37158469945355194,0.6612796079295907,2.3735211299871257,1.0,0.9781420765027322,1.0,0.994535519125683,0.9562841530054644,0.9180327868852459,0.0,0.0,0.40109618091304605,0.1650294695481336,0.9940476190476191,0.6836993765628837,2.3090896398949945,0.7135147290308073,0.4899932538790196,0.237002473577693,0.7135147290308073,0.4899932538790196,0.237002473577693,0.46965966196226394,1.0,13.0,1018.0,0.7135147290308073,0.4899932538790196,0.237002473577693,0.4710704944502547,1018,206,0.0,0.0,328.33,1.5938,328.33,1.5938
A2C,run_20260429_210431_r05,CHK1,0.25643564356435644,0.6177606177606177,0.724652710012128,0.64375,0.5130467765896566,2.7390682637901045,1.0,0.94375,1.0,0.95,0.95,0.99375,0.0,0.0,0.3311056416743533,0.15742574257425743,0.9433962264150944,0.5125656307029789,2.743198448614658,0.9308411214953273,0.769532710280374,0.4159626168224299,0.9308411214953273,0.769532710280374,0.4159626168224299,0.7036958452854633,1.0,94.0,1010.0,0.9308411214953273,0.769532710280374,0.4159626168224299,0.707138265762491,1010,246,155.29,0.1537,472.05,1.9189,627.33,2.0726
A2C,run_20260429_210431_r03,VEGFR2,0.003976143141153081,1.0,0.7225563782783095,1.0,0.5363448096408776,3.306946546692344,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18562028186802146,0.003976143141153081,1.0,0.5363448096408776,3.306946546692344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,1006.0,0.0,0.0,0.0,0.0,1006,4,70.81,0.0704,28.24,7.0602,99.05,7.1305
A2C,run_20260429_210431_r05,PptT,0.02056807051909892,0.9047619047619048,0.6094097628468738,0.5789473684210527,0.46416990303777217,2.899562092549538,1.0,0.8421052631578947,1.0,1.0,0.7368421052631579,0.21052631578947367,0.0,0.0,0.864249939042183,0.0039177277179236044,1.0,0.6666387922917589,2.166093118289075,0.7382505059590736,0.47616370586912515,0.29812857606876036,0.7382505059590736,0.47616370586912515,0.24965644754266295,0.47247358208025775,1.0,13.0,1021.0,0.7382505059590736,0.47616370586912515,0.29812857606876036,0.47402472966249254,1021,18,0.0,0.0,89.09,4.9493,89.09,4.9493
A2C,run_20260429_210431_r04,ITK,0.941468253968254,1.0,0.8223759138249949,0.9220231822971549,0.6423500141438986,2.872772625611856,0.768177028451001,0.9643347050754458,0.9831401475237092,0.9768177028451,0.9304531085353003,1.0,0.0,0.0,0.23758569330455634,0.7232142857142857,0.9643347050754458,0.6423500141438986,2.872772625611856,1.0,1.0,0.919793729372937,1.245874587458746,1.2582508250825086,1.001938943894389,0.9366261328513804,1.0,88.0,347.0,1.0,1.0,0.919793729372937,0.9366293160400696,1008,698,85.43,0.0848,1014.03,1.4528,1099.46,1.5375
A2C,run_20260429_210431_r05,DPP4,0.6319444444444444,0.9968602825745683,0.7609318142161432,0.8503937007874016,0.6644318822782975,3.522960099110188,0.6456692913385826,0.9439024390243902,0.9905511811023622,0.9464566929133859,0.8440944881889764,1.0,0.004709576138147566,0.002976190476190476,0.3055377836568073,0.40674603174603174,0.9439024390243902,0.6644318822782975,3.522960099110188,1.0,1.0,0.716788553259142,1.0898251192368835,1.2110492845786962,0.7694356120826714,0.8678638459888458,1.0,283.0,365.0,1.0,1.0,0.716788553259142,0.8684846242050372,1008,385,129.97,0.1289,616.21,1.6006,746.18,1.7295
A2C,run_20260429_210431_r04,DPP4,0.6349206349206349,0.9984375,0.7516964555922895,0.7621283255086072,0.6696907645479433,3.4756251455003326,0.6776212832550861,0.9399538106235565,0.9953051643192489,0.945226917057903,0.8560250391236307,1.0,0.0,0.0,0.3106901356261699,0.42956349206349204,0.9399538106235565,0.6696907645479433,3.4756251455003326,1.0,1.0,0.7511685214626391,1.467408585055644,1.2162162162162162,0.8055246422893484,0.8851438886365356,1.0,220.0,415.0,1.0,1.0,0.7511685214626391,0.8853665064624447,1008,405,128.38,0.1274,571.13,1.4102,699.51,1.5376
AHC,run_20260429_210505_r01,CHK1,0.28278322925958965,0.8706624605678234,0.7279808663009777,0.6159420289855072,0.5202614768015154,2.723896118694068,1.0,0.9528985507246377,0.9818840579710145,0.9746376811594203,0.9601449275362319,0.9963768115942029,0.0,0.0,0.33609420223692216,0.24531668153434433,0.9527272727272728,0.5200095222714429,2.7262289450286423,1.0,0.8863551401869161,0.5613271028037384,1.001869158878505,0.8906542056074768,0.5617570093457945,0.6996618506507042,1.0,347.0,1121.0,1.0,0.8863551401869161,0.5613271028037384,0.7010266763323114,1121,267,79.95,0.0713,533.32,1.9975,613.28,2.0688
A2C,run_20260429_210431_r03,TTK,0.753968253968254,0.9947368421052631,0.722116109482946,0.6296296296296297,0.5914547874961342,2.7267181325691614,1.0,0.9404761904761905,0.9986772486772487,0.9497354497354498,0.8796296296296297,1.0,0.0013157894736842105,0.000992063492063492,0.2996786378972513,0.75,0.9404761904761905,0.5914547874961342,2.7267181325691614,1.0,0.9364097363083163,0.6283519269776875,1.2119675456389454,0.9771805273833669,0.6324290060851926,0.8151023052899319,1.0,185.0,1008.0,1.0,0.9364097363083163,0.6283519269776875,0.8161435782806097,1008,711,120.9,0.1199,1338.82,1.883,1459.72,2.0029
AHC,run_20260429_210505_r01,PptT,0.015841584158415842,1.0,0.5828060696473201,0.625,0.43187325901125,3.093395047010471,1.0,0.8125,1.0,1.0,0.6875,0.0625,0.0,0.0,0.9561011904761905,0.0009900990099009901,1.0,0.757299155629367,3.0670134668826208,0.7371261524623343,0.4657072183494491,0.4131249531519377,0.7371261524623343,0.4657072183494491,0.4131249531519377,0.46200141849129817,1.0,13.0,1010.0,0.7371261524623343,0.4657072183494491,0.4131249531519377,0.4635133330866576,1010,13,0.0,0.0,49.05,3.7731,49.05,3.7731
AHC,run_20260429_210505_r02,PptT,0.12388503468780972,0.816,0.5556394450606394,0.39215686274509803,0.6858339809709952,2.438532482897471,1.0,0.9509803921568627,1.0,0.9803921568627451,0.9411764705882353,0.8529411764705882,0.0,0.0,0.44785251157063394,0.08622398414271557,0.9770114942528736,0.7333608398906996,2.325321907704105,0.7236339105014616,0.473127951427929,0.18855408140319327,0.7236339105014616,0.473127951427929,0.18855408140319327,0.46479284366536683,1.0,13.0,1009.0,0.7236339105014616,0.473127951427929,0.18855408140319327,0.46626822240386084,1009,118,0.0,0.0,226.86,1.9226,226.86,1.9226
AHC,run_20260429_210505_r02,DPP4,0.7074363992172211,0.983402489626556,0.732679495183561,0.6976090014064698,0.7077430134749624,3.388934355306414,0.7172995780590717,0.9725490196078431,0.9957805907172996,0.9676511954992968,0.9029535864978903,1.0,0.004149377593360996,0.0029354207436399216,0.3250211868477904,0.49902152641878667,0.9725490196078431,0.7077430134749624,3.388934355306414,1.0,1.0,0.7526073131955482,1.1017488076311606,1.2364864864864864,0.785095389507154,0.8269672919149147,1.0,196.0,890.0,1.0,1.0,0.7526073131955482,0.8269672919149147,1022,501,60.38,0.0591,643.65,1.2847,704.02,1.3438
A2C,run_20260429_210431_r03,ITK,0.9265873015873016,1.0,0.815364376301808,0.9336188436830836,0.6262265143805189,2.8367763387239475,0.8683083511777302,0.9568434032059187,0.9839400428265525,0.9710920770877944,0.9389721627408993,1.0,0.0010706638115631692,0.000992063492063492,0.24510643506335333,0.8045634920634921,0.9568434032059187,0.6262265143805189,2.8367763387239475,1.0,1.0,0.9337458745874592,1.0396039603960396,1.2491749174917497,1.0543316831683176,0.9556352817644294,1.0,63.0,128.0,1.0,1.0,0.9337458745874592,0.95569339769507,1008,770,85.5,0.0848,1106.24,1.4367,1191.74,1.5215
AHC,run_20260429_210505_r01,VEGFR2,0.010027347310847767,1.0,0.6817979528353997,0.9090909090909091,0.6332184370170304,2.7229072211255025,1.0,0.9090909090909091,1.0,0.9090909090909091,0.9090909090909091,1.0,0.0,0.0,0.19775947081287698,0.010027347310847767,0.9090909090909091,0.6332184370170304,2.7229072211255025,0.0,0.0,0.0,-0.17006324666198172,-0.17006324666198172,-0.17006324666198172,0.0,1.0,1.0,1097.0,0.0,0.0,0.0,0.0,1097,9,30.13,0.0275,159.48,17.7199,189.61,17.7473
AHC,run_20260429_210505_r02,VEGFR2,0.013477088948787063,1.0,0.6792587681181039,0.9333333333333333,0.6748783932278412,2.675613534028261,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.0,0.0,0.2127507545373727,0.013477088948787063,0.9333333333333333,0.6748783932278412,2.675613534028261,0.0,0.0,0.0,-1.0238931834153195,-0.8177559147341297,-0.8177559147341297,0.0,1.0,1.0,1113.0,0.0,0.0,0.0,0.0,1113,13,29.42,0.0264,169.38,13.0292,198.8,13.0557
AHC,run_20260429_210505_r01,ITK,0.9306640625,0.9979013641133263,0.8290952944500011,0.9800210304942166,0.601665095173048,2.998766284330314,0.6813880126182965,0.9490740740740741,0.9831756046267087,0.9631966351209253,0.8759200841219769,1.0,0.0,0.0,0.22461671226939503,0.6328125,0.9490740740740741,0.601665095173048,2.998766284330314,1.0,1.0,0.8277145214521454,1.4851485148514854,1.1827557755775582,0.8862211221122113,0.8673177083333333,1.0,201.0,498.0,1.0,1.0,0.8277145214521454,0.8673177083333333,1024,599,43.36,0.0423,1149.55,1.9191,1192.91,1.9615
A2C,run_20260429_210431_r05,TTK,0.6865079365079365,0.9884393063583815,0.712938160945859,0.7149122807017544,0.6501258142295009,2.8052997550106284,1.0,0.9532163742690059,0.9897660818713451,0.9649122807017544,0.9576023391812866,1.0,0.0,0.0,0.29419386082620896,0.6785714285714286,0.9532163742690059,0.6501258142295009,2.8052997550106284,1.0,0.8150101419878297,0.48383367139959454,1.1435091277890468,0.8293610547667342,0.485268762677485,0.5950491906532727,1.0,476.0,1008.0,1.0,0.8150101419878297,0.48383367139959454,0.5953783492962957,1008,656,118.84,0.1179,1031.29,1.5721,1150.14,1.69
AHC,run_20260429_210505_r02,TTK,0.552297165200391,0.9699115044247788,0.7150746408079331,0.6021897810218978,0.6143440773927218,2.619516807334579,1.0,0.927007299270073,0.9963503649635036,0.9324817518248175,0.9105839416058394,1.0,0.0,0.0,0.30517033444006253,0.5356793743890518,0.927007299270073,0.6143440773927218,2.619516807334579,1.0,0.833265720081136,0.5196855983772822,1.067444219066937,0.8400101419878296,0.5203600405679516,0.6053093752416528,1.0,469.0,1023.0,1.0,0.833265720081136,0.5196855983772822,0.6054681511541258,1023,508,58.87,0.0575,1114.17,2.1932,1173.04,2.2508
A2C,run_20260429_210431_r05,VEGFR2,0.005982053838484547,1.0,0.7500983176182926,1.0,0.5559671220180786,3.231194314258668,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,1.0,0.0,0.0,0.20179335673748344,0.005982053838484547,0.6666666666666666,0.5559671220180786,3.231194314258668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,1003.0,0.0,0.0,0.0,0.0,1003,4,72.35,0.0721,25.89,6.472,98.23,6.5441
AHC,run_20260429_210505_r01,DPP4,0.5813725490196079,0.9881956155143339,0.7321251976962888,0.7252559726962458,0.7136932884806955,3.3474152037667553,0.6928327645051194,0.9630541871921182,0.9948805460750854,0.9675767918088737,0.9146757679180887,1.0,0.006745362563237774,0.00392156862745098,0.3230620004969734,0.3980392156862745,0.9630541871921182,0.7136932884806955,3.3474152037667553,1.0,1.0,0.6786883942766299,1.1255961844197133,1.2651033386327502,0.710651828298888,0.8404614389475978,1.0,233.0,745.0,1.0,1.0,0.6786883942766299,0.8404614389475978,1020,389,63.18,0.0619,459.39,1.181,522.57,1.2429
AHC,run_20260429_210505_r02,ITK,0.9326171875,1.0,0.8242446135015499,0.956020942408377,0.5656594385076826,2.984260589435775,0.7235602094240837,0.9609261939218524,0.9863874345549738,0.9738219895287958,0.8167539267015707,1.0,0.0,0.0,0.22827473723827585,0.6748046875,0.9609261939218524,0.5656594385076826,2.984260589435775,1.0,1.0,0.9529455445544557,1.377887788778878,1.2504125412541258,1.1204207920792082,0.876103950727104,1.0,182.0,455.0,1.0,1.0,0.9529455445544557,0.876103950727104,1024,645,46.03,0.045,1616.61,2.5064,1662.64,2.5513
AHC,run_20260429_210505_r02,CHK1,0.3061630218687873,0.8831168831168831,0.7252165010839454,0.6801470588235294,0.5105009430459058,2.6998217728652714,1.0,0.9522058823529411,0.9816176470588235,0.9742647058823529,0.9595588235294118,0.9963235294117647,0.0,0.0,0.3317265200483476,0.26938369781312127,0.9520295202952029,0.5102092529000551,2.7021001968364127,1.0,0.8753271028037384,0.5838130841121497,1.0130841121495329,0.8816822429906545,0.5844485981308413,0.6952978391334238,1.0,249.0,1006.0,1.0,0.8753271028037384,0.5838130841121497,0.6955137023873669,1006,293,73.18,0.0727,644.31,2.199,717.49,2.2718
